file,cti_mode,cti_dropout,cti_poison_ratio,rounds,features,accuracy,macro_f1,fpr_normal,ece,brier,mean_confidence,elapsed_seconds
kaggle_cti_v0_edge_iiot_ml_clean_full_random_cti_fedavg_avg_none_label_skew_seed42.json,random_cti,0.0,0.0,50,73,0.5782185747330397,0.4692853969355823,0.05740740740740741,0.11758025305400484,0.5561648824224035,0.4606383442878723,11.56
kaggle_cti_v0_edge_iiot_ml_clean_full_traffic_only_fedavg_avg_none_label_skew_seed42.json,traffic_only,0.0,0.0,50,56,0.577806647865902,0.4680690832799427,0.05781893004115227,0.11726485175399932,0.5559843929368617,0.46054181456565857,6.894
kaggle_cti_v0_edge_iiot_ml_clean_full_trust_weighted_fedavg_avg_none_label_skew_seed42.json,trust_weighted,0.0,0.0,50,73,0.6164644000126747,0.5074907065625839,0.0639917695473251,0.11257499854726863,0.5190113710858796,0.5038894414901733,11.559
kaggle_cti_v0_edge_iiot_ml_clean_full_trust_weighted_poison0p2_fedavg_avg_none_label_skew_seed42.json,trust_weighted,0.0,0.2,30,73,0.5802465223866409,0.4681685747946109,0.0734567901234568,0.11669518269690318,0.554390664391709,0.4635513424873352,9.209
kaggle_cti_v0_edge_iiot_ml_clean_full_trust_weighted_drop0p3_fedavg_avg_none_label_skew_seed42.json,trust_weighted,0.3,0.0,30,73,0.5760005069869134,0.4692904463479508,0.05288065843621399,0.11459980397333366,0.5538410264715863,0.46140068769454956,9.207
kaggle_cti_v0_edge_iiot_ml_clean_full_weak_cti_concat_fedavg_avg_none_label_skew_seed42.json,weak_cti_concat,0.0,0.0,50,73,0.6164644000126747,0.5074907065625839,0.0639917695473251,0.11257499854726863,0.5190113710858796,0.5038894414901733,11.601
