scenario,seed_count,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,normal_fpr_mean,normal_fpr_std,selected_alpha_mean,selected_alpha_std,valid_macro_f1_mean,valid_macro_f1_std,valid_raw_ece_mean,valid_raw_ece_std,raw_ece_mean,raw_ece_std,temp_ece_mean,temp_ece_std,raw_brier_mean,raw_brier_std,temp_brier_mean,temp_brier_std,raw_mean_confidence_mean,raw_mean_confidence_std,temp_mean_confidence_mean,temp_mean_confidence_std,temperature_mean,temperature_std,inference_latency_ms_per_1k_mean,inference_latency_ms_per_1k_std,n_features_mean,n_features_std
traffic_only,3,0.4675055466485287,0.002718856670259268,0.21607315793761014,0.0013386770777463759,0.5558918918918919,0.0017099801578522715,1.0,0.0,0.27131239802095064,0.0017760174374935576,0.08157119948180026,0.0030132789914515293,0.07044526783027587,0.0028367667161823505,0.050559271773597834,0.003065831181013092,0.6857688029850907,0.0011188788775807381,0.6819158622440561,0.0015517163054490032,0.3984101712703705,9.007717307815356e-05,0.445389191309611,0.00019739756779654427,0.8000000000000002,0.0,0.042170326644412504,0.012992490247914351,52.666666666666664,0.5773502691896257
weak_cti_concat,3,0.5119313673095921,0.0031531851270800606,0.26904263943701984,0.008391385069616359,0.5393963963963965,0.00115754372489449,1.0,0.0,0.32344441390555284,0.009015737265362722,0.11414017785174728,0.003395542987296429,0.12128576375702736,0.003752056812295712,0.11334214750463478,0.002727463086208173,0.5852516528197929,0.0008384619778915781,0.5838249677137498,0.0010298244390694405,0.5215137402216593,0.0010719979861812585,0.5529124538103739,0.0011290710182810934,0.9,0.0,0.04531160018764596,0.0026184636603814758,64.66666666666667,0.5773502691896257
source_gate,3,0.5458914314401853,0.004802432789547636,0.29739859407610586,0.003535834975731904,0.49210810810810807,0.008123948490704545,1.0,0.0,0.34578376168743685,0.005108082982232005,0.07452643344809026,0.004556703839131141,0.10614885044846421,0.005306947931945191,0.10614885044846421,0.005306947931945191,0.5527915639122996,0.0011345901547255505,0.5527915639122996,0.0011345901547255505,0.5856329202651978,0.0014689132011609241,0.5856329202651978,0.0014689132011609241,1.0,0.0,0.05057584738196017,0.006952059933760791,90.66666666666667,0.5773502691896257
cal_source_gate,3,0.551280182675023,0.005083930734995262,0.3029309844008117,0.011952303247094443,0.4863153153153153,0.001817923371852202,1.25,0.0,0.3527756016984224,0.007900620452924806,0.0887984213377095,0.007755471490634745,0.11194437007008935,0.0016330183698669873,0.10844749007554734,0.005632203157994469,0.5490613509007245,0.001180143067948743,0.552705995661215,0.001523577319628579,0.5716826121012369,0.0016624388547863674,0.6036425630251566,0.0017541200396199077,0.9,0.0,0.04790848029896736,0.0014836868701110653,90.66666666666667,0.5773502691896257
random_cti,3,0.4719671573628723,0.001780613864286637,0.22612554826547024,0.0008938059533008657,0.5528828828828828,0.0022948052195907185,1.0,0.0,0.2830144538337021,0.003596736532132695,0.09392985933859153,0.0037806366073219653,0.07489247774615794,0.0026530442064024383,0.05108703311324778,0.004772726546109359,0.6854944707090151,0.0008732889580271259,0.6816519387020327,0.0013302764891674817,0.3991190393765767,0.0008542744664024679,0.44621728857358295,0.001122846807925122,0.8000000000000002,0.0,0.03867558179100597,0.004754605214661156,64.66666666666667,0.5773502691896257
cal_random_source_gate,3,0.4724489465416444,0.004183927174842992,0.22360659308433198,0.0017714354103842988,0.5496936936936937,0.0075695139067200054,0.4166666666666667,0.14433756729740643,0.27964799514682054,0.002545145255905293,0.10699869726714956,0.003121114040949688,0.09166180000481831,0.0046756884002008055,0.052320524861935024,0.0022907008874793193,0.6882414281092338,0.0012308924362360422,0.6819646405261995,0.00228045214737791,0.38358916838963825,0.0004416762257146715,0.45967666308085126,0.0005299355633481043,0.6999999999999998,0.0,0.050619896678267474,0.001373016999966006,90.66666666666667,0.5773502691896257
